starttime	seconds	ctime	dtime	ttime	wait
Sat Sep 24 23:28:58 2022	1664051338	0	784	784	783
Sat Sep 24 23:29:07 2022	1664051347	0	784	784	782
Sat Sep 24 23:29:04 2022	1664051344	0	785	785	784
Sat Sep 24 23:28:58 2022	1664051338	0	785	785	784
Sat Sep 24 23:29:02 2022	1664051342	0	786	786	785
Sat Sep 24 23:29:07 2022	1664051347	0	786	786	784
Sat Sep 24 23:29:01 2022	1664051341	0	786	786	782
Sat Sep 24 23:29:04 2022	1664051344	0	786	787	785
Sat Sep 24 23:29:07 2022	1664051347	0	787	787	786
Sat Sep 24 23:28:58 2022	1664051338	0	787	787	787
Sat Sep 24 23:29:06 2022	1664051346	0	787	787	786
Sat Sep 24 23:29:02 2022	1664051342	0	787	787	786
Sat Sep 24 23:29:07 2022	1664051347	0	788	788	787
Sat Sep 24 23:28:58 2022	1664051338	0	789	789	787
Sat Sep 24 23:28:58 2022	1664051338	0	789	789	788
Sat Sep 24 23:29:01 2022	1664051341	0	790	790	788
Sat Sep 24 23:29:08 2022	1664051348	0	791	791	790
Sat Sep 24 23:29:04 2022	1664051344	0	791	791	790
Sat Sep 24 23:29:04 2022	1664051344	0	791	791	790
Sat Sep 24 23:29:12 2022	1664051352	0	791	791	790
Sat Sep 24 23:29:10 2022	1664051350	0	792	792	791
Sat Sep 24 23:28:58 2022	1664051338	0	794	794	633
Sat Sep 24 23:29:06 2022	1664051346	0	794	795	793
Sat Sep 24 23:29:10 2022	1664051350	0	795	795	795
Sat Sep 24 23:28:58 2022	1664051338	0	796	796	789
Sat Sep 24 23:28:58 2022	1664051338	0	796	796	795
Sat Sep 24 23:28:58 2022	1664051338	0	796	796	790
Sat Sep 24 23:29:05 2022	1664051345	0	797	797	790
Sat Sep 24 23:29:10 2022	1664051350	0	797	797	795
Sat Sep 24 23:29:04 2022	1664051344	0	798	798	797
Sat Sep 24 23:29:02 2022	1664051342	0	799	799	799
Sat Sep 24 23:29:10 2022	1664051350	0	800	800	772
Sat Sep 24 23:29:04 2022	1664051344	0	800	800	799
Sat Sep 24 23:29:07 2022	1664051347	0	801	801	800
Sat Sep 24 23:29:04 2022	1664051344	0	801	801	799
Sat Sep 24 23:29:00 2022	1664051340	0	801	801	798
Sat Sep 24 23:29:07 2022	1664051347	0	801	801	799
Sat Sep 24 23:29:07 2022	1664051347	0	802	802	800
Sat Sep 24 23:29:13 2022	1664051353	0	802	802	802
Sat Sep 24 23:29:12 2022	1664051352	0	803	803	802
Sat Sep 24 23:28:58 2022	1664051338	0	803	803	790
Sat Sep 24 23:29:07 2022	1664051347	0	804	804	803
Sat Sep 24 23:29:06 2022	1664051346	0	804	804	803
Sat Sep 24 23:28:58 2022	1664051338	0	804	804	745
Sat Sep 24 23:29:05 2022	1664051345	0	805	805	804
Sat Sep 24 23:29:07 2022	1664051347	0	805	805	805
Sat Sep 24 23:28:58 2022	1664051338	0	806	806	804
Sat Sep 24 23:29:04 2022	1664051344	0	806	806	805
Sat Sep 24 23:29:02 2022	1664051342	0	806	806	805
Sat Sep 24 23:29:12 2022	1664051352	0	806	806	805
Sat Sep 24 23:29:05 2022	1664051345	0	806	806	805
Sat Sep 24 23:29:07 2022	1664051347	0	806	807	806
Sat Sep 24 23:28:57 2022	1664051337	0	806	807	806
Sat Sep 24 23:29:04 2022	1664051344	0	807	807	807
Sat Sep 24 23:29:04 2022	1664051344	0	807	808	807
Sat Sep 24 23:29:01 2022	1664051341	0	808	808	782
Sat Sep 24 23:28:58 2022	1664051338	0	809	809	808
Sat Sep 24 23:29:13 2022	1664051353	0	809	809	808
Sat Sep 24 23:28:58 2022	1664051338	0	809	809	806
Sat Sep 24 23:29:05 2022	1664051345	0	809	809	809
Sat Sep 24 23:29:11 2022	1664051351	0	810	810	798
Sat Sep 24 23:29:11 2022	1664051351	0	810	810	809
Sat Sep 24 23:29:01 2022	1664051341	0	810	810	810
Sat Sep 24 23:29:07 2022	1664051347	0	810	810	810
Sat Sep 24 23:29:02 2022	1664051342	0	811	811	810
Sat Sep 24 23:29:06 2022	1664051346	0	811	811	809
Sat Sep 24 23:29:07 2022	1664051347	0	811	811	806
Sat Sep 24 23:28:59 2022	1664051339	0	811	811	810
Sat Sep 24 23:28:58 2022	1664051338	0	811	812	811
Sat Sep 24 23:28:59 2022	1664051339	0	812	812	811
Sat Sep 24 23:29:01 2022	1664051341	0	812	812	811
Sat Sep 24 23:29:01 2022	1664051341	0	812	812	811
Sat Sep 24 23:29:06 2022	1664051346	0	813	813	812
Sat Sep 24 23:29:04 2022	1664051344	0	813	813	812
Sat Sep 24 23:28:57 2022	1664051337	1	813	814	811
Sat Sep 24 23:29:03 2022	1664051343	0	815	815	814
Sat Sep 24 23:29:08 2022	1664051348	0	816	816	815
Sat Sep 24 23:29:04 2022	1664051344	0	816	816	815
Sat Sep 24 23:29:03 2022	1664051343	0	816	816	816
Sat Sep 24 23:29:11 2022	1664051351	0	817	817	816
Sat Sep 24 23:29:07 2022	1664051347	0	818	819	804
Sat Sep 24 23:28:58 2022	1664051338	0	819	819	818
Sat Sep 24 23:29:12 2022	1664051352	0	820	820	806
Sat Sep 24 23:28:58 2022	1664051338	0	821	821	821
Sat Sep 24 23:29:01 2022	1664051341	0	821	822	780
Sat Sep 24 23:29:07 2022	1664051347	0	822	822	820
Sat Sep 24 23:29:07 2022	1664051347	0	823	823	822
Sat Sep 24 23:28:58 2022	1664051338	0	823	823	822
Sat Sep 24 23:29:00 2022	1664051340	0	825	825	824
Sat Sep 24 23:29:11 2022	1664051351	0	826	826	825
Sat Sep 24 23:29:06 2022	1664051346	0	826	826	825
Sat Sep 24 23:28:59 2022	1664051339	0	826	826	826
Sat Sep 24 23:28:58 2022	1664051338	0	827	827	826
Sat Sep 24 23:29:08 2022	1664051348	0	827	827	826
Sat Sep 24 23:29:06 2022	1664051346	0	827	828	754
Sat Sep 24 23:29:02 2022	1664051342	0	829	829	827
Sat Sep 24 23:29:03 2022	1664051343	0	829	829	825
Sat Sep 24 23:28:59 2022	1664051339	0	829	829	828
Sat Sep 24 23:28:59 2022	1664051339	0	831	831	830
Sat Sep 24 23:29:11 2022	1664051351	0	831	831	830
Sat Sep 24 23:29:04 2022	1664051344	0	831	831	830
Sat Sep 24 23:28:59 2022	1664051339	0	832	832	801
Sat Sep 24 23:29:06 2022	1664051346	0	833	833	832
Sat Sep 24 23:28:58 2022	1664051338	0	833	833	833
Sat Sep 24 23:29:01 2022	1664051341	0	833	833	831
Sat Sep 24 23:29:09 2022	1664051349	0	834	834	832
Sat Sep 24 23:29:01 2022	1664051341	0	834	834	833
Sat Sep 24 23:29:06 2022	1664051346	0	835	835	834
Sat Sep 24 23:29:11 2022	1664051351	0	835	835	833
Sat Sep 24 23:29:10 2022	1664051350	0	835	835	833
Sat Sep 24 23:29:01 2022	1664051341	0	836	836	825
Sat Sep 24 23:29:07 2022	1664051347	0	836	836	835
Sat Sep 24 23:29:11 2022	1664051351	0	836	837	836
Sat Sep 24 23:29:06 2022	1664051346	0	837	837	836
Sat Sep 24 23:29:07 2022	1664051347	0	837	838	837
Sat Sep 24 23:28:58 2022	1664051338	0	838	838	837
Sat Sep 24 23:29:13 2022	1664051353	0	838	838	837
Sat Sep 24 23:29:11 2022	1664051351	0	838	838	836
Sat Sep 24 23:29:01 2022	1664051341	0	839	839	838
Sat Sep 24 23:29:13 2022	1664051353	0	840	840	834
Sat Sep 24 23:29:07 2022	1664051347	0	841	841	837
Sat Sep 24 23:29:01 2022	1664051341	0	841	841	839
Sat Sep 24 23:29:07 2022	1664051347	0	841	841	840
Sat Sep 24 23:29:02 2022	1664051342	0	841	841	841
Sat Sep 24 23:29:07 2022	1664051347	0	842	842	841
Sat Sep 24 23:29:00 2022	1664051340	2	841	843	840
Sat Sep 24 23:29:10 2022	1664051350	0	844	844	843
Sat Sep 24 23:29:11 2022	1664051351	0	845	845	844
Sat Sep 24 23:29:05 2022	1664051345	0	846	846	845
Sat Sep 24 23:29:04 2022	1664051344	0	846	846	845
Sat Sep 24 23:29:11 2022	1664051351	0	846	846	845
Sat Sep 24 23:29:13 2022	1664051353	0	846	846	846
Sat Sep 24 23:29:07 2022	1664051347	0	847	848	847
Sat Sep 24 23:29:07 2022	1664051347	0	848	848	847
Sat Sep 24 23:29:06 2022	1664051346	0	848	848	847
Sat Sep 24 23:29:01 2022	1664051341	0	848	849	848
Sat Sep 24 23:29:07 2022	1664051347	0	849	849	848
Sat Sep 24 23:29:01 2022	1664051341	0	850	850	827
Sat Sep 24 23:29:07 2022	1664051347	0	850	850	843
Sat Sep 24 23:29:01 2022	1664051341	0	850	850	850
Sat Sep 24 23:29:12 2022	1664051352	0	851	851	839
Sat Sep 24 23:29:07 2022	1664051347	0	851	851	849
Sat Sep 24 23:29:04 2022	1664051344	0	851	851	850
Sat Sep 24 23:29:03 2022	1664051343	0	851	851	851
Sat Sep 24 23:29:07 2022	1664051347	0	852	852	851
Sat Sep 24 23:29:13 2022	1664051353	0	852	853	852
Sat Sep 24 23:29:00 2022	1664051340	0	853	853	852
Sat Sep 24 23:29:10 2022	1664051350	0	853	853	851
Sat Sep 24 23:29:05 2022	1664051345	0	853	853	852
Sat Sep 24 23:29:01 2022	1664051341	0	853	853	852
Sat Sep 24 23:29:11 2022	1664051351	0	853	853	853
Sat Sep 24 23:29:02 2022	1664051342	0	854	854	853
Sat Sep 24 23:29:11 2022	1664051351	0	854	854	850
Sat Sep 24 23:29:01 2022	1664051341	0	854	854	825
Sat Sep 24 23:29:12 2022	1664051352	0	854	855	854
Sat Sep 24 23:29:07 2022	1664051347	0	855	855	854
Sat Sep 24 23:29:04 2022	1664051344	0	856	856	855
Sat Sep 24 23:29:05 2022	1664051345	0	856	856	826
Sat Sep 24 23:29:07 2022	1664051347	0	858	858	857
Sat Sep 24 23:29:11 2022	1664051351	0	859	859	858
Sat Sep 24 23:29:13 2022	1664051353	0	859	859	852
Sat Sep 24 23:29:01 2022	1664051341	0	859	859	858
Sat Sep 24 23:29:12 2022	1664051352	0	861	862	848
Sat Sep 24 23:28:56 2022	1664051336	0	862	862	861
Sat Sep 24 23:29:00 2022	1664051340	0	862	862	861
Sat Sep 24 23:29:07 2022	1664051347	0	862	862	861
Sat Sep 24 23:28:58 2022	1664051338	0	863	863	860
Sat Sep 24 23:29:10 2022	1664051350	0	864	864	863
Sat Sep 24 23:29:13 2022	1664051353	0	864	864	863
Sat Sep 24 23:29:02 2022	1664051342	0	864	864	864
Sat Sep 24 23:29:05 2022	1664051345	0	864	865	838
Sat Sep 24 23:29:12 2022	1664051352	0	865	865	864
Sat Sep 24 23:28:58 2022	1664051338	0	865	865	864
Sat Sep 24 23:29:00 2022	1664051340	0	865	865	864
Sat Sep 24 23:29:04 2022	1664051344	0	865	865	864
Sat Sep 24 23:29:01 2022	1664051341	0	865	865	865
Sat Sep 24 23:28:58 2022	1664051338	0	865	865	865
Sat Sep 24 23:29:06 2022	1664051346	0	865	866	865
Sat Sep 24 23:28:58 2022	1664051338	0	865	866	865
Sat Sep 24 23:29:13 2022	1664051353	0	866	866	864
Sat Sep 24 23:29:13 2022	1664051353	0	866	866	865
Sat Sep 24 23:29:12 2022	1664051352	0	866	866	863
Sat Sep 24 23:29:06 2022	1664051346	0	868	868	866
Sat Sep 24 23:28:58 2022	1664051338	0	867	868	817
Sat Sep 24 23:29:13 2022	1664051353	0	869	869	868
Sat Sep 24 23:29:07 2022	1664051347	0	869	869	868
Sat Sep 24 23:29:03 2022	1664051343	0	870	870	869
Sat Sep 24 23:29:11 2022	1664051351	0	870	870	837
Sat Sep 24 23:29:11 2022	1664051351	0	870	870	869
Sat Sep 24 23:29:11 2022	1664051351	0	870	870	856
Sat Sep 24 23:29:01 2022	1664051341	0	870	871	870
Sat Sep 24 23:29:01 2022	1664051341	0	871	871	871
Sat Sep 24 23:29:02 2022	1664051342	0	871	871	870
Sat Sep 24 23:29:04 2022	1664051344	0	871	872	865
Sat Sep 24 23:29:01 2022	1664051341	0	872	872	871
Sat Sep 24 23:29:07 2022	1664051347	0	872	872	870
Sat Sep 24 23:29:05 2022	1664051345	0	872	872	786
Sat Sep 24 23:29:12 2022	1664051352	0	872	872	871
Sat Sep 24 23:29:07 2022	1664051347	0	873	873	872
Sat Sep 24 23:28:58 2022	1664051338	1	873	874	705
Sat Sep 24 23:29:03 2022	1664051343	0	874	874	874
Sat Sep 24 23:28:57 2022	1664051337	0	874	874	874
Sat Sep 24 23:29:06 2022	1664051346	0	874	874	873
Sat Sep 24 23:29:11 2022	1664051351	0	875	875	873
Sat Sep 24 23:29:13 2022	1664051353	0	876	876	873
Sat Sep 24 23:28:58 2022	1664051338	0	876	876	874
Sat Sep 24 23:29:06 2022	1664051346	0	876	877	875
Sat Sep 24 23:29:13 2022	1664051353	0	877	877	874
Sat Sep 24 23:29:10 2022	1664051350	8	869	877	868
Sat Sep 24 23:28:59 2022	1664051339	0	877	877	876
Sat Sep 24 23:29:12 2022	1664051352	0	878	878	876
Sat Sep 24 23:29:08 2022	1664051348	0	878	878	878
Sat Sep 24 23:29:12 2022	1664051352	0	879	879	864
Sat Sep 24 23:29:02 2022	1664051342	0	880	880	878
Sat Sep 24 23:28:58 2022	1664051338	0	881	881	878
Sat Sep 24 23:29:11 2022	1664051351	0	881	881	880
Sat Sep 24 23:29:13 2022	1664051353	0	881	881	880
Sat Sep 24 23:28:59 2022	1664051339	0	882	882	881
Sat Sep 24 23:29:13 2022	1664051353	0	883	883	882
Sat Sep 24 23:29:01 2022	1664051341	0	883	883	883
Sat Sep 24 23:29:01 2022	1664051341	0	883	883	882
Sat Sep 24 23:29:11 2022	1664051351	0	884	884	883
Sat Sep 24 23:29:12 2022	1664051352	0	884	884	882
Sat Sep 24 23:29:08 2022	1664051348	1	883	884	882
Sat Sep 24 23:29:13 2022	1664051353	0	884	884	883
Sat Sep 24 23:29:13 2022	1664051353	0	884	884	883
Sat Sep 24 23:29:01 2022	1664051341	0	884	884	883
Sat Sep 24 23:29:02 2022	1664051342	0	885	885	871
Sat Sep 24 23:29:05 2022	1664051345	0	885	885	883
Sat Sep 24 23:29:08 2022	1664051348	0	885	885	885
Sat Sep 24 23:29:01 2022	1664051341	0	885	885	885
Sat Sep 24 23:29:01 2022	1664051341	0	885	885	885
Sat Sep 24 23:29:12 2022	1664051352	0	886	886	886
Sat Sep 24 23:29:07 2022	1664051347	0	886	886	885
Sat Sep 24 23:29:11 2022	1664051351	0	887	887	879
Sat Sep 24 23:29:11 2022	1664051351	0	887	887	872
Sat Sep 24 23:29:12 2022	1664051352	0	887	888	885
Sat Sep 24 23:29:12 2022	1664051352	0	888	888	887
Sat Sep 24 23:29:06 2022	1664051346	0	888	888	886
Sat Sep 24 23:29:11 2022	1664051351	0	889	889	888
Sat Sep 24 23:29:01 2022	1664051341	0	889	889	888
Sat Sep 24 23:29:04 2022	1664051344	0	889	889	885
Sat Sep 24 23:29:10 2022	1664051350	0	890	890	889
Sat Sep 24 23:29:11 2022	1664051351	0	890	890	888
Sat Sep 24 23:29:05 2022	1664051345	0	891	891	889
Sat Sep 24 23:29:04 2022	1664051344	0	891	891	888
Sat Sep 24 23:29:05 2022	1664051345	0	892	892	889
Sat Sep 24 23:29:07 2022	1664051347	0	892	892	888
Sat Sep 24 23:29:09 2022	1664051349	0	892	892	890
Sat Sep 24 23:29:07 2022	1664051347	0	892	892	891
Sat Sep 24 23:29:11 2022	1664051351	0	892	892	890
Sat Sep 24 23:29:01 2022	1664051341	0	892	892	867
Sat Sep 24 23:29:06 2022	1664051346	0	892	892	892
Sat Sep 24 23:29:01 2022	1664051341	0	892	893	877
Sat Sep 24 23:29:02 2022	1664051342	0	892	893	889
Sat Sep 24 23:29:12 2022	1664051352	0	893	893	892
Sat Sep 24 23:29:10 2022	1664051350	0	894	894	893
Sat Sep 24 23:29:12 2022	1664051352	0	894	894	892
Sat Sep 24 23:29:07 2022	1664051347	0	894	894	893
Sat Sep 24 23:29:04 2022	1664051344	0	894	894	893
Sat Sep 24 23:29:11 2022	1664051351	0	894	894	893
Sat Sep 24 23:29:01 2022	1664051341	0	895	895	894
Sat Sep 24 23:29:02 2022	1664051342	0	895	895	895
Sat Sep 24 23:29:06 2022	1664051346	0	895	896	894
Sat Sep 24 23:29:11 2022	1664051351	0	895	896	888
Sat Sep 24 23:29:02 2022	1664051342	0	896	896	808
Sat Sep 24 23:29:13 2022	1664051353	0	896	896	895
Sat Sep 24 23:29:08 2022	1664051348	0	896	896	895
Sat Sep 24 23:29:12 2022	1664051352	0	896	896	892
Sat Sep 24 23:29:03 2022	1664051343	0	896	896	896
Sat Sep 24 23:29:12 2022	1664051352	0	896	897	889
Sat Sep 24 23:29:03 2022	1664051343	0	897	897	896
Sat Sep 24 23:29:13 2022	1664051353	0	897	897	895
Sat Sep 24 23:29:08 2022	1664051348	0	897	898	897
Sat Sep 24 23:29:06 2022	1664051346	0	899	899	898
Sat Sep 24 23:28:58 2022	1664051338	0	899	900	898
Sat Sep 24 23:29:11 2022	1664051351	0	900	900	895
Sat Sep 24 23:29:05 2022	1664051345	0	902	902	884
Sat Sep 24 23:29:13 2022	1664051353	0	902	902	901
Sat Sep 24 23:29:11 2022	1664051351	0	902	902	893
Sat Sep 24 23:29:04 2022	1664051344	0	903	903	902
Sat Sep 24 23:29:09 2022	1664051349	0	903	903	890
Sat Sep 24 23:29:01 2022	1664051341	0	904	904	903
Sat Sep 24 23:29:11 2022	1664051351	0	904	904	903
Sat Sep 24 23:29:12 2022	1664051352	0	904	904	903
Sat Sep 24 23:29:08 2022	1664051348	0	904	905	904
Sat Sep 24 23:29:09 2022	1664051349	0	905	905	904
Sat Sep 24 23:29:04 2022	1664051344	0	905	905	904
Sat Sep 24 23:29:04 2022	1664051344	0	905	905	905
Sat Sep 24 23:29:11 2022	1664051351	0	906	906	905
Sat Sep 24 23:29:07 2022	1664051347	0	906	906	906
Sat Sep 24 23:29:04 2022	1664051344	0	907	907	905
Sat Sep 24 23:29:03 2022	1664051343	0	907	907	895
Sat Sep 24 23:29:11 2022	1664051351	0	908	908	908
Sat Sep 24 23:29:01 2022	1664051341	0	908	908	908
Sat Sep 24 23:29:04 2022	1664051344	0	909	909	908
Sat Sep 24 23:29:01 2022	1664051341	0	909	909	908
Sat Sep 24 23:29:03 2022	1664051343	0	909	909	908
Sat Sep 24 23:29:06 2022	1664051346	0	909	909	909
Sat Sep 24 23:29:13 2022	1664051353	0	909	909	909
Sat Sep 24 23:29:02 2022	1664051342	0	910	910	800
Sat Sep 24 23:29:11 2022	1664051351	0	910	910	910
Sat Sep 24 23:29:11 2022	1664051351	0	911	911	907
Sat Sep 24 23:29:11 2022	1664051351	0	911	911	904
Sat Sep 24 23:29:13 2022	1664051353	0	911	911	911
Sat Sep 24 23:29:12 2022	1664051352	0	911	911	909
Sat Sep 24 23:29:13 2022	1664051353	0	912	912	911
Sat Sep 24 23:29:01 2022	1664051341	0	912	912	912
Sat Sep 24 23:29:05 2022	1664051345	0	913	913	911
Sat Sep 24 23:29:11 2022	1664051351	0	913	913	854
Sat Sep 24 23:29:05 2022	1664051345	0	913	914	911
Sat Sep 24 23:29:12 2022	1664051352	0	913	914	913
Sat Sep 24 23:29:11 2022	1664051351	0	914	914	913
Sat Sep 24 23:29:07 2022	1664051347	0	915	915	914
Sat Sep 24 23:28:58 2022	1664051338	0	915	915	914
Sat Sep 24 23:29:04 2022	1664051344	0	915	915	909
Sat Sep 24 23:29:11 2022	1664051351	0	915	915	915
Sat Sep 24 23:28:58 2022	1664051338	0	916	916	915
Sat Sep 24 23:29:01 2022	1664051341	0	916	916	915
Sat Sep 24 23:29:13 2022	1664051353	0	916	916	915
Sat Sep 24 23:29:11 2022	1664051351	0	916	916	915
Sat Sep 24 23:29:04 2022	1664051344	0	917	917	916
Sat Sep 24 23:29:11 2022	1664051351	0	917	917	916
Sat Sep 24 23:29:11 2022	1664051351	0	917	917	917
Sat Sep 24 23:29:07 2022	1664051347	0	917	917	912
Sat Sep 24 23:29:07 2022	1664051347	0	917	917	914
Sat Sep 24 23:29:08 2022	1664051348	0	917	918	883
Sat Sep 24 23:29:13 2022	1664051353	0	918	918	917
Sat Sep 24 23:29:11 2022	1664051351	0	918	918	917
Sat Sep 24 23:29:08 2022	1664051348	0	918	918	917
Sat Sep 24 23:29:11 2022	1664051351	0	918	918	917
Sat Sep 24 23:29:01 2022	1664051341	0	919	919	841
Sat Sep 24 23:28:58 2022	1664051338	0	919	919	918
Sat Sep 24 23:28:59 2022	1664051339	0	919	919	918
Sat Sep 24 23:29:09 2022	1664051349	0	919	919	518
Sat Sep 24 23:29:11 2022	1664051351	0	920	920	919
Sat Sep 24 23:29:10 2022	1664051350	0	921	921	919
Sat Sep 24 23:29:04 2022	1664051344	0	921	921	920
Sat Sep 24 23:29:08 2022	1664051348	1	921	922	920
Sat Sep 24 23:29:07 2022	1664051347	0	922	922	921
Sat Sep 24 23:29:11 2022	1664051351	0	923	923	908
Sat Sep 24 23:29:11 2022	1664051351	0	923	923	920
Sat Sep 24 23:29:01 2022	1664051341	0	923	923	922
Sat Sep 24 23:29:03 2022	1664051343	0	923	923	921
Sat Sep 24 23:29:12 2022	1664051352	0	923	923	923
Sat Sep 24 23:29:07 2022	1664051347	0	925	925	924
Sat Sep 24 23:29:13 2022	1664051353	0	924	925	924
Sat Sep 24 23:29:01 2022	1664051341	0	925	925	925
Sat Sep 24 23:29:13 2022	1664051353	0	925	925	925
Sat Sep 24 23:29:12 2022	1664051352	0	926	926	915
Sat Sep 24 23:29:05 2022	1664051345	0	926	926	923
Sat Sep 24 23:29:05 2022	1664051345	0	926	926	925
Sat Sep 24 23:29:03 2022	1664051343	0	926	926	887
Sat Sep 24 23:29:12 2022	1664051352	0	927	927	925
Sat Sep 24 23:29:07 2022	1664051347	0	927	927	919
Sat Sep 24 23:29:07 2022	1664051347	0	928	928	927
Sat Sep 24 23:29:13 2022	1664051353	0	929	929	928
Sat Sep 24 23:29:06 2022	1664051346	0	930	930	929
Sat Sep 24 23:29:11 2022	1664051351	0	930	930	929
Sat Sep 24 23:29:11 2022	1664051351	0	931	932	926
Sat Sep 24 23:29:13 2022	1664051353	0	932	932	931
Sat Sep 24 23:29:13 2022	1664051353	0	933	933	843
Sat Sep 24 23:29:11 2022	1664051351	0	933	933	932
Sat Sep 24 23:29:06 2022	1664051346	0	933	933	932
Sat Sep 24 23:29:05 2022	1664051345	0	933	933	932
Sat Sep 24 23:29:13 2022	1664051353	0	933	933	932
Sat Sep 24 23:29:11 2022	1664051351	0	933	933	933
Sat Sep 24 23:28:59 2022	1664051339	0	934	934	934
Sat Sep 24 23:29:01 2022	1664051341	0	934	934	934
Sat Sep 24 23:28:58 2022	1664051338	0	935	935	935
Sat Sep 24 23:29:07 2022	1664051347	0	935	935	931
Sat Sep 24 23:29:06 2022	1664051346	0	935	935	931
Sat Sep 24 23:29:03 2022	1664051343	0	936	936	934
Sat Sep 24 23:29:10 2022	1664051350	1	936	936	935
Sat Sep 24 23:29:00 2022	1664051340	0	937	937	933
Sat Sep 24 23:29:12 2022	1664051352	0	937	938	936
Sat Sep 24 23:29:11 2022	1664051351	0	938	938	937
Sat Sep 24 23:29:07 2022	1664051347	0	940	940	932
Sat Sep 24 23:29:03 2022	1664051343	0	940	940	938
Sat Sep 24 23:29:01 2022	1664051341	0	940	940	936
Sat Sep 24 23:29:04 2022	1664051344	0	940	940	938
Sat Sep 24 23:29:05 2022	1664051345	0	940	940	939
Sat Sep 24 23:29:09 2022	1664051349	0	942	942	936
Sat Sep 24 23:29:13 2022	1664051353	0	942	942	942
Sat Sep 24 23:29:11 2022	1664051351	0	942	942	933
Sat Sep 24 23:29:01 2022	1664051341	0	943	943	934
Sat Sep 24 23:29:08 2022	1664051348	1	942	943	941
Sat Sep 24 23:29:11 2022	1664051351	0	944	944	941
Sat Sep 24 23:29:03 2022	1664051343	0	944	944	938
Sat Sep 24 23:29:10 2022	1664051350	0	944	944	932
Sat Sep 24 23:29:11 2022	1664051351	0	944	945	944
Sat Sep 24 23:29:03 2022	1664051343	0	945	945	944
Sat Sep 24 23:29:12 2022	1664051352	0	946	946	944
Sat Sep 24 23:29:09 2022	1664051349	0	946	946	945
Sat Sep 24 23:29:12 2022	1664051352	0	946	946	945
Sat Sep 24 23:29:00 2022	1664051340	0	946	946	946
Sat Sep 24 23:29:12 2022	1664051352	0	947	947	946
Sat Sep 24 23:29:06 2022	1664051346	0	947	947	946
Sat Sep 24 23:29:03 2022	1664051343	0	947	947	947
Sat Sep 24 23:29:04 2022	1664051344	0	948	948	947
Sat Sep 24 23:29:10 2022	1664051350	0	949	949	948
Sat Sep 24 23:28:59 2022	1664051339	0	949	949	945
Sat Sep 24 23:29:10 2022	1664051350	0	950	950	949
Sat Sep 24 23:29:11 2022	1664051351	0	950	950	949
Sat Sep 24 23:29:13 2022	1664051353	0	951	951	950
Sat Sep 24 23:29:05 2022	1664051345	0	951	951	948
Sat Sep 24 23:28:58 2022	1664051338	0	951	951	950
Sat Sep 24 23:29:01 2022	1664051341	0	951	951	950
Sat Sep 24 23:29:07 2022	1664051347	0	952	952	951
Sat Sep 24 23:29:01 2022	1664051341	0	953	953	947
Sat Sep 24 23:29:11 2022	1664051351	0	953	953	952
Sat Sep 24 23:29:12 2022	1664051352	0	954	954	953
Sat Sep 24 23:29:13 2022	1664051353	0	954	954	952
Sat Sep 24 23:29:05 2022	1664051345	0	954	954	952
Sat Sep 24 23:29:13 2022	1664051353	0	955	955	954
Sat Sep 24 23:29:03 2022	1664051343	0	955	955	954
Sat Sep 24 23:29:08 2022	1664051348	0	955	955	949
Sat Sep 24 23:29:06 2022	1664051346	0	955	955	952
Sat Sep 24 23:29:03 2022	1664051343	0	956	956	955
Sat Sep 24 23:29:05 2022	1664051345	0	956	956	955
Sat Sep 24 23:29:01 2022	1664051341	0	957	957	956
Sat Sep 24 23:29:01 2022	1664051341	0	958	958	957
Sat Sep 24 23:29:13 2022	1664051353	0	958	958	956
Sat Sep 24 23:29:13 2022	1664051353	0	959	959	958
Sat Sep 24 23:29:01 2022	1664051341	0	959	959	958
Sat Sep 24 23:29:10 2022	1664051350	0	959	959	951
Sat Sep 24 23:29:10 2022	1664051350	0	960	960	942
Sat Sep 24 23:29:11 2022	1664051351	0	960	960	956
Sat Sep 24 23:29:13 2022	1664051353	0	960	960	959
Sat Sep 24 23:29:12 2022	1664051352	0	960	960	959
Sat Sep 24 23:29:10 2022	1664051350	0	960	960	959
Sat Sep 24 23:29:00 2022	1664051340	0	961	961	961
Sat Sep 24 23:29:11 2022	1664051351	0	961	962	960
Sat Sep 24 23:29:12 2022	1664051352	0	962	962	960
Sat Sep 24 23:29:13 2022	1664051353	0	962	962	961
Sat Sep 24 23:28:58 2022	1664051338	0	962	962	961
Sat Sep 24 23:29:05 2022	1664051345	0	962	962	960
Sat Sep 24 23:29:01 2022	1664051341	0	962	962	962
Sat Sep 24 23:29:13 2022	1664051353	0	962	962	932
Sat Sep 24 23:29:13 2022	1664051353	0	963	963	962
Sat Sep 24 23:29:03 2022	1664051343	0	963	963	961
Sat Sep 24 23:29:08 2022	1664051348	0	963	963	962
Sat Sep 24 23:29:12 2022	1664051352	0	963	963	962
Sat Sep 24 23:29:07 2022	1664051347	0	963	963	962
Sat Sep 24 23:29:04 2022	1664051344	0	964	964	963
Sat Sep 24 23:29:00 2022	1664051340	0	964	964	962
Sat Sep 24 23:29:09 2022	1664051349	0	964	964	963
Sat Sep 24 23:28:59 2022	1664051339	0	964	964	963
Sat Sep 24 23:29:12 2022	1664051352	0	964	964	963
Sat Sep 24 23:29:12 2022	1664051352	0	965	966	965
